Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Country,Age,Child,Spending
Graduation,Divorced,50002.0,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,SA,67,1,638
Graduation,Together,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,CA,63,1,907
Graduation,Together,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,SP,63,1,907
Graduation,Together,69930.0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,IND,50,0,1662
PhD,Together,62981.0,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,CA,54,0,1482
Master,Together,46014.0,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,SA,47,2,541
Graduation,Together,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,SP,34,1,28
Graduation,Married,65991.0,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,SP,45,1,971
Graduation,Single,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,SP,49,1,246
PhD,Married,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,US,39,0,1717
Master,Married,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,CA,43,1,629
PhD,Married,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,SP,52,1,34
PhD,Married,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,SP,57,1,506
PhD,Married,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,SA,57,1,506
Graduation,Married,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,SP,77,0,999
Graduation,Divorced,55563.0,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,SP,43,1,43
PhD,Married,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,SP,56,2,121
Graduation,Divorced,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,AUS,48,2,1472
Master,Together,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,US,50,1,322
Graduation,Married,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,GER,49,2,81
PhD,Single,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,SP,35,1,160
PhD,Together,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,SP,59,1,155
PhD,Together,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,SA,59,1,155
PhD,Single,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,SP,41,1,20
Graduation,Divorced,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,SP,53,1,732
2n Cycle,Single,60182.0,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,SA,128,1,22
PhD,Together,29732.0,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,CA,50,1,38
PhD,Married,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,SA,35,0,199
Graduation,Together,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,CA,37,1,22
Master,Single,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,SP,61,0,2008
Master,Single,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,SP,61,0,2008
Master,Married,77027.0,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,SP,69,1,1175
Graduation,Married,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,SP,56,1,227
Graduation,Married,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,SA,56,1,227
Graduation,Married,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,SP,39,0,1189
Graduation,Widow,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,SP,69,1,32
Graduation,Married,69755.0,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,SA,76,0,894
PhD,Married,62105.5,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,CA,60,1,404
PhD,Married,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,SP,60,1,404
Graduation,Single,60689.0,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,US,70,1,639
Basic,Single,26487.0,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,CA,43,1,69
Graduation,Married,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,GER,51,1,78
Graduation,Single,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,SP,51,0,81
Graduation,Married,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,SP,50,1,680
PhD,Single,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,SP,34,0,653
PhD,Single,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,AUS,34,0,653
Graduation,Together,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,SP,55,1,1477
PhD,Single,82800.0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,US,75,0,1315
PhD,Single,82800.0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,SA,75,0,1315
Basic,Married,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,SP,46,1,45
Master,Married,83891.0,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,SP,47,1,816
Master,Divorced,38054.0,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,IND,71,2,45
Graduation,Married,14045.0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,SP,52,1,20
PhD,Married,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,SP,64,2,46
PhD,Single,57642.0,24,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,IND,51,1,679
Graduation,Married,31353.0,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,IND,44,2,31
Graduation,Married,31353.0,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,SA,44,2,31
Master,Divorced,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,AUS,53,1,187
Master,Divorced,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,US,53,1,187
PhD,Single,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,SA,64,3,17
2n Cycle,Together,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,SP,46,1,78
PhD,Divorced,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,AUS,72,2,11
Master,Married,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,SP,38,0,426
Master,Widow,44551.0,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,SA,67,1,285
Graduation,Together,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,SP,62,0,777
Graduation,Together,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,SP,62,0,777
Graduation,Together,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,CA,62,1,637
2n Cycle,Together,50334.0,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,SA,49,1,694
Master,Married,48150.0,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,GER,72,1,266
Graduation,Married,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,SP,52,1,1001
Graduation,Married,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,AUS,52,1,1001
PhD,Widow,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,SA,58,1,1198
PhD,Widow,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,SP,58,1,1198
2n Cycle,Married,7500.0,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,AUS,25,0,122
Master,Married,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,SP,69,2,18
Graduation,Married,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,AUS,48,1,45
Master,Together,37509.0,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,GER,45,1,123
Master,Married,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,SP,43,1,844
Graduation,Married,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,SA,48,2,96
Graduation,Single,43322.0,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,IND,47,0,141
PhD,Together,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,SA,66,2,46
PhD,Together,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,CA,66,2,46
Master,Married,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,SP,62,1,15
Graduation,Married,65210.0,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,CA,66,1,731
PhD,Widow,50520.0,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,SP,63,1,135
Graduation,Married,90765.0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,CA,51,0,1724
Graduation,Married,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,AUS,77,0,1428
Master,Married,49572.0,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,CA,63,2,54
Graduation,Together,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,SP,43,0,1493
Master,Divorced,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,SP,50,2,68
Graduation,Married,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,GER,57,1,1171
PhD,Single,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,SP,69,1,1020
Graduation,Single,54252.0,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,AUS,65,2,264
PhD,Together,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,SP,47,1,20
Graduation,Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,IND,42,1,1180
Graduation,Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,CA,42,1,1180
2n Cycle,Married,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,SP,40,2,724
Graduation,Together,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,SP,34,1,58
Graduation,Together,61416.0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,US,39,0,1665
Master,Married,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,SP,46,0,2086
Master,Together,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,SP,65,1,1220
2n Cycle,Married,33798.0,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,GER,48,1,109
Basic,Single,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,SP,35,1,101
Graduation,Married,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,SP,47,2,11
Graduation,Married,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,US,43,2,614
Graduation,Together,26646.0,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,US,37,1,53
Graduation,Divorced,19346.0,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,CA,47,1,22
Graduation,Single,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,US,46,3,396
PhD,Married,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,CA,51,1,87
Graduation,Together,71613.0,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,US,56,0,776
Graduation,Married,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,AUS,35,1,18
Graduation,Single,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,SP,46,2,140
Basic,Single,15862.0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,SP,42,1,36
Master,Married,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,SP,47,0,1435
Graduation,Married,38360.0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,AUS,32,1,131
PhD,Married,75283.0,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,SA,64,3,1019
Master,Together,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,AUS,65,2,97
Graduation,Single,61823.0,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,AUS,69,1,884
Master,Married,90226.0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,SA,65,0,2352
Graduation,Married,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,SP,47,1,369
Graduation,Married,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,SP,47,1,369
Graduation,Married,43586.0,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,GER,41,1,132
Graduation,Single,32233.0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,SP,47,1,296
Graduation,Together,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,AUS,52,1,1338
Master,Together,57288.0,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,CA,58,1,608
2n Cycle,Together,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,SA,40,1,823
2n Cycle,Together,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,SP,40,1,823
Master,Single,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,US,33,0,1621
2n Cycle,Single,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,SP,61,0,93
Graduation,Married,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,SA,33,0,1198
Graduation,Married,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,CA,33,0,1198
Graduation,Divorced,48877.0,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,SP,55,1,144
Graduation,Together,60905.0,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,US,71,1,392
Graduation,Married,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,SP,57,1,1068
Graduation,Divorced,62551.0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,IND,68,0,421
PhD,Together,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,IND,38,0,1727
Graduation,Single,50785.0,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,CA,59,2,114
2n Cycle,Married,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,SP,51,0,64
2n Cycle,Married,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,SP,51,0,64
PhD,Together,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,SP,51,1,279
PhD,Married,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,SP,40,0,1298
Graduation,Single,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,SP,60,1,42
Graduation,Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,SP,45,0,137
Graduation,Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,SP,45,0,137
Graduation,Divorced,55686.0,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,SP,55,1,982
2n Cycle,Married,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,SP,62,1,30
PhD,Married,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,SP,44,1,1230
Graduation,Divorced,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,SA,69,1,1103
Graduation,Together,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,SP,59,0,1932
Master,Together,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,SP,50,1,367
2n Cycle,Single,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,IND,30,0,1345
Graduation,Married,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,CA,56,0,1134
Graduation,Married,75433.0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,SP,32,1,1188
PhD,Widow,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,SP,59,0,1686
Master,Together,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,SP,67,1,198
Graduation,Single,39062.0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,SP,38,1,44
Graduation,Married,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,SP,49,1,61
Graduation,Single,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,SP,51,1,57
Graduation,Married,33228.0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,SP,41,1,71
Graduation,Married,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,SP,54,3,37
Graduation,Married,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,SP,54,3,37
Graduation,Married,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,CA,64,1,405
Graduation,Together,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,SP,63,1,599
Graduation,Single,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,CA,50,1,1525
PhD,Single,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,SP,37,0,1323
Graduation,Divorced,45146.0,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,IND,58,2,53
2n Cycle,Single,51250.0,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,SA,31,1,710
Graduation,Married,32871.0,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,US,70,2,43
2n Cycle,Together,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,GER,43,0,1006
PhD,Divorced,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,CA,53,1,813
2n Cycle,Together,46344.0,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,CA,49,1,429
Graduation,Married,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,SP,58,2,490
Graduation,Together,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,SP,61,1,1825
Graduation,Single,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,SP,44,2,473
PhD,Married,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,SP,58,2,9
Graduation,Single,33279.0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,SP,55,0,16
Graduation,Married,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,SP,43,1,57
Master,Together,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,AUS,69,1,334
Graduation,Widow,65486.0,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,AUS,64,1,507
Master,Together,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,SA,40,0,818
Graduation,Together,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,US,61,0,1004
Graduation,Together,77226.0,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,SP,58,1,1138
Master,Single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,SP,30,0,2525
Master,Single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,SA,30,0,2525
Graduation,Together,70666.0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,AUS,73,0,1076
2n Cycle,Divorced,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,SA,62,1,491
Basic,Together,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,US,69,0,29
Graduation,Divorced,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,SP,72,1,236
Graduation,Divorced,23272.0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,SP,68,0,46
Master,Divorced,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,CA,58,1,795
Master,Married,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,SP,56,2,749
PhD,Together,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,IND,48,1,401
Graduation,Together,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,SP,39,0,1149
Graduation,Together,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,SP,39,0,1149
Graduation,Married,65031.0,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,GER,62,1,863
Graduation,Together,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,SP,61,0,343
Graduation,Together,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,CA,51,1,1471
Graduation,Married,59462.0,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,US,71,1,1088
Graduation,Single,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,SA,27,0,1990
Graduation,Widow,53653.0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,SP,68,0,1210
Basic,Married,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,SP,41,0,74
Graduation,Married,22979.0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,SP,51,1,115
PhD,Single,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,SA,70,1,966
Graduation,Married,44322.0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,SA,36,1,92
Graduation,Married,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,GER,38,1,45
Graduation,Married,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,SP,38,1,45
Graduation,Single,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,CA,44,1,761
2n Cycle,Together,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,SP,44,0,2257
Graduation,Single,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,GER,26,0,960
Graduation,Divorced,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,US,43,1,1453
2n Cycle,Single,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,SA,67,1,350
Graduation,Married,43057.0,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,SP,46,1,266
Master,Married,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,SP,46,1,224
Graduation,Single,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,SP,34,1,99
Graduation,Widow,40590.0,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,CA,52,2,258
Graduation,Widow,40590.0,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,CA,52,2,258
Master,Married,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,SP,62,1,1526
Graduation,Married,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,SP,40,2,87
PhD,Together,63516.0,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,CA,48,2,300
Graduation,Divorced,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,US,47,2,447
Master,Together,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,SP,46,1,173
Graduation,Married,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,SP,39,0,1772
PhD,Single,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,SA,35,0,925
Graduation,Divorced,70287.0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,AUS,55,0,1093
Graduation,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,SA,55,2,433
Graduation,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,SP,55,2,433
Master,Married,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,SA,55,2,90
Graduation,Married,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,IND,38,1,156
Graduation,Married,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,GER,38,1,156
Graduation,Married,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,SA,38,1,156
Master,Single,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,SP,58,1,825
2n Cycle,Single,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,AUS,46,2,72
Graduation,Divorced,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,CA,45,1,377
Graduation,Together,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,SP,42,1,2194
Graduation,Single,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,SP,36,1,401
Graduation,Married,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,SP,35,0,2157
PhD,Married,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,SA,57,2,17
Graduation,Together,71322.0,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,AUS,45,1,350
Graduation,Single,27938.0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,AUS,33,1,29
Graduation,Divorced,22263.0,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,SP,70,2,21
Graduation,Together,34633.0,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,SA,65,3,15
Graduation,Together,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,SP,40,1,145
PhD,Together,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,SP,45,2,107
Graduation,Widow,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,SP,43,2,42
2n Cycle,Divorced,41769.0,31,302,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,IND,66,1,521
